Player name ,Nation,Position,Squad,Compition,Age,Born year,Match played,Starts,MIn,90s,Goal,Assist,Goal + Assist,Goal+Penalty kick,Penalty Kick,Penalty Kick Attempted,Yellow Card,Red Card,Expected Goal,Non-penalty Expected Goal,Expected Assisted Goal,Non-penalty Expected Goal + Expected Assisted Goal,Progressive Carries,Progressive Passes,Progressive Passes Receive
Robert Lewandowski,POL,FW,Barcelona,La Liga,34-219,1988,22,21,"1,767",19.6,15,5,20,15,0,0.91,1,0.72,15,2,1,14.2,26,3.6,17.8
Jamie Leweling,GER,FW,Union Berlin,Bundesliga,22-030,2001,11,172,1.9,1,1,2,1,1,0,0,0.5,0,0.5,0.2,0.7,2,3,12,
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,25-062,1998,1,8,0.1,1,,1,,,0,0,,0,0,0,0,0,0,,
Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18-127,2004,10,6,543,6,0.1,1,0.1,0.8,0,0,0.9,0,18,31,14,,,,
Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,22-034,2001,10,3,321,3.6,0.5,1,1,0.5,0,0,1.2,0,8,1.7,6,39,,,
Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,35-043,1988,23,18,"1,468",16.3,0.5,4,0.5,2,0,0,2.5,0,22,65,102,0.12,0.03,0.15,0.03
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26-260,1996,23,22,"2,011",22.3,1,1,1,3,0,0,1.1,0,1.1,0.3,1.4,70,11,2,0.04
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23-228,1999,22,18,"1,599",17.8,2,2,2,4,0,0,0.8,0,0.8,0.1,1,87,12,8,0.11
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28-254,1994,9,5,542,6,1,17,,,0,0,,0,0,0,0,0,,,
Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,23-027,2000,22,20,"1,530",17,7,2,9,7,0,0,2,0,5.8,5.8,2.8,8.7,59,27,125
Karol Linetty,POL,MF,Torino,Serie A,28-054,1995,26,19,"1,604",17.8,1,1,1,6,0,0,0.9,0,0.9,0.8,1.7,60,22,29,0.06
Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,30-103,1992,16,12,920,10.2,1,1,1,0.7,0,0,1.7,0,11,33,38,0.07,0.1,0.17,0.1
Pol Lirola,ESP,DF,Elche,La Liga,25-227,1997,9,7,566,6.3,1,1,1,1,0,0,0.2,0,0.2,0.7,0.9,19,19,29,
Mateusz Lis,POL,GK,Troyes,Ligue 1,26-029,1997,7,7,630,7,,1,,,0,0,,0,0,0,0,0,0,,
Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,25-046,1998,5,77,0.9,0.1,0.1,0.1,1,4,0,0,,0,6,,,0,,,
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,25-171,1997,18,13,"1,140",12.7,3,3,3,1,0,0,1.8,0,1.8,1.1,3,42,19,56,0.24
Javier Llabrés,ESP,FW,Mallorca,La Liga,20-198,2002,1,17,0.2,,,,,,0,0,,0,0,0,0,0,0,0,0
Diego Llorente,ESP,DF,Leeds United,Premier League,29-224,1993,8,7,649,7.2,0.7,1,0.7,0.7,0,0,27,0,2,1,,0,,,
Diego Llorente,ESP,DF,Roma,Serie A,29-224,1993,2,33,0.4,,,,,,0,0,,0,0,0,0,0,0,0,0
Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28-057,1995,19,18,"1,434",15.9,1,2,3,1,0,0,4,0,1.4,1.4,2.8,4.3,51,72,113
Hugo Lloris,FRA,GK,Tottenham,Premier League,36-092,1986,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26-353,1996,11,8,548,6.1,1,1,1,2,0,0,1.4,0,1.4,0.2,1.6,41,12,34,
Stanislav Lobotka,SVK,MF,Napoli,Serie A,28-123,1994,27,25,"2,265",25.2,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.2,30,119,26
Manuel Locatelli,ITA,MF,Juventus,Serie A,25-079,1998,23,21,"1,791",19.9,1.2,6,1.2,0.9,0,0,2.1,0,21,98,23,0.04,0.06,0.11,0.06
Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24-303,1998,16,14,"1,197",13.3,0.3,1,1,3,0,0,0.3,0,14,1,1.3,61,0.02,4,0.08
Banzouzi Locko,FRA,DF,Reims,Ligue 1,20-326,2002,15,13,"1,059",11.8,0.2,3,1,0.2,0,0,0.5,0,31,0.7,55,39,0.02,0.05,0.06
Banzouzi Locko,FRA,DF,Brest,Ligue 1,20-326,2002,3,1,137,1.5,3,4,1,,0,0,,0,0,0,0,0,,,
Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24-354,1998,19,18,"1,523",16.9,0.7,5,0.7,0.6,0,0,1.3,0,22,24,51,0.04,0.04,0.08,0.04
Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,27-064,1996,19,16,"1,258",14,0.8,1,0.8,1.2,0,0,2,0,39,70,64,0.08,0.06,0.14,0.06
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25-149,1997,26,22,"2,017",22.4,1,3,4,1,0,0,2,0,2.6,2.6,2.9,5.4,16,97,86
Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25-159,1997,26,19,"1,536",17.1,12,4,16,9,0,0.69,3,0.34,8.2,3,3,5.8,69,5.9,11.7
Anthony Lopes,POR,GK,Lyon,Ligue 1,32-178,1990,22,22,"1,916",21.3,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,27-090,1995,24,22,"1,727",19.2,5,5,10,5,0,0,2,0,4.2,4.2,4.3,8.5,43,70,86
David López,ESP,DF,Girona,La Liga,33-170,1989,14,13,"1,157",12.9,2,1,3,2,0,0,4,0,0.6,0.6,0.3,0.9,17,39,0.08
Diego López,ESP,GK,Rayo Vallecano,La Liga,41-145,1981,1,1,90,1,,,,,0,0,,0,0,0,0,0,0,,0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,25-114,1997,20,16,"1,514",16.8,0.6,8,0.6,1.6,0,0,2.2,0,38,135,24,0.09,0.04,0.13,0.04
Pau López,ESP,GK,Marseille,Ligue 1,28-105,1994,24,24,"2,160",24,0,2,2,3,0,0,0.4,0,0,0.4,1,0.08,0,0.08,0.08
Unai López,ESP,MF,Rayo Vallecano,La Liga,27-149,1995,24,9,906,10.1,1,2,3,1,0,0,1,0,1,1,0.8,1.8,12,71,33
Dion Lopy,SEN,MF,Reims,Ligue 1,21-054,2002,23,14,"1,160",12.9,0.7,1,1,5,0,0,2,0,16,0.7,1.6,2.2,0.05,81,30
Anthony Losilla,FRA,MF,Bochum,Bundesliga,37-018,1986,23,23,"2,013",22.4,0.9,2,2,3,0,0,1,0,12,0.9,0.7,1.7,0.04,71,32
Jordan Lotomba,SUI,DF,Nice,Ligue 1,24-180,1998,26,21,"1,935",21.5,0.5,2,2,4,0,0,0.5,0,65,0.9,1.4,85,0.02,75,0.09
Matteo Lovato,ITA,DF,Salernitana,Serie A,23-042,2000,10,4,433,4.8,1,7,1,,0,0,,0,0,0,0,0,,,
Dejan Lovren,CRO,DF,Lyon,Ligue 1,33-266,1989,11,11,966,10.7,0.7,2,0.7,0.5,0,0,1.2,0,11,49,1,0.05,0.06,0.11,0.06
Sandi Lovric,SVN,MF,Udinese,Serie A,25-000,1998,26,17,"1,458",16.2,3,3,6,3,0,0,4,0,2.7,2.7,2.3,5,28,72,61
Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28-250,1994,2,12,0.1,1,,,,,0,0,,0,0,0,0,0,0,,0
Anthony Lozano,HON,FW,Cádiz,La Liga,29-337,1993,21,12,"1,192",13.2,1.7,3,1.7,0.5,0,0,2.2,0,17,25,39,0.04,0.13,0.17,0.13
Hirving Lozano,MEX,FW,Napoli,Serie A,27-241,1995,25,15,"1,278",14.2,3,3,6,2,0,0.49,1,0.28,4.8,1,3,4,71,3,7
Pol Lozano,ESP,MF,Espanyol,La Liga,23-173,1999,4,17,0.2,1,,,,,0,0,,0,0,0,0,0,0,,0
Jean Lucas,BRA,MF,Monaco,Ligue 1,24-279,1998,6,3,291,3.2,0.6,0.6,0.2,0.8,0,0,20,0,5,6,,,,,
Jhon Lucumí,COL,DF,Bologna,Serie A,24-275,1998,23,23,"2,000",22.2,0.5,1,1,6,0,0,0.5,0,18,0.2,0.8,55,0.02,3,0.05
José Luis Gayà,ESP,DF,Valencia,La Liga,27-307,1995,20,20,"1,720",19.1,1,2,3,1,0,0,1,0.26,1.6,4,0.8,4.3,50,5.1,86
José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35-248,1987,25,8,"1,016",11.3,6,6,6,2,0,0,5.5,0,5.5,0.9,6.4,11,37,74,0.53
José Luis Palomino,ARG,DF,Atalanta,Serie A,33-082,1990,9,6,505,5.6,1,1,1,1,0,0,0.2,0,0.2,0.3,0.5,22,3,2,
Douglas Luiz,BRA,MF,Aston Villa,Premier League,24-323,1998,26,22,"1,950",21.7,3,5,8,3,0,0,4,0.22,1.8,1,1.8,3,32,4.8,94
Romelu Lukaku,BEL,FW,Inter,Serie A,29-319,1993,15,9,777,8.6,3,1,4,1,0,,2,,3.9,2,1,2.3,6,1.5,3.8
Castello Lukeba,FRA,DF,Lyon,Ligue 1,20-101,2002,25,24,"2,177",24.2,1,1,1,5,0,0,0.6,0,0.6,0.3,0.9,135,17,7,0.04
Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,25-185,1997,24,19,"1,723",19.1,10,1,11,6,0,0.32,4,0.18,6.5,4,6,3.4,70,2.8,6.2
Saša Lukic,SRB,MF,Fulham,Premier League,26-227,1996,4,2,210,2.3,3,1,8,4,0,0,,0,,,,0,,,
Saša Lukic,SRB,MF,Torino,Serie A,26-227,1996,16,13,"1,195",13.3,2,2,1,1,0,0,1,0,1.7,4,0.9,1.4,26,2.3,44
Andriy Lunin,UKR,GK,Real Madrid,La Liga,24-045,1999,6,6,540,6,,,,,0,0,,0,0,0,0,0,0,,0
Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,31-135,1991,1,1,90,1,,,,,0,0,,0,0,0,0,0,0,,0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26-203,1996,25,25,"2,164",24,1,1,1,4,0,0,2,0,0.7,0.7,0.6,1.3,11,56,3
Lyanco,BRA,DF,Southampton,Premier League,26-055,1997,14,7,698,7.8,0.3,4,0.3,0.1,0,0,0.3,0,5,20,2,,,,
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,29-157,1993,18,11,"1,054",11.7,2,2,2,3,0,0,0.7,0,0.7,1.3,2.1,52,29,41,0.17
Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,32-211,1990,20,6,648,7.2,0.3,0.3,0.8,1.1,0,0,33,0,15,26,,,,,
Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,27-194,1995,5,1,165,1.8,0.2,0.2,0.2,4,0,0,14,0,5,,,,,,
Alexis Mac Allister,ARG,MF,Brighton,Premier League,24-094,1998,22,21,"1,904",21.2,7,1,8,3,0,0.32,4,0.22,7.8,4,6,4.6,36,2.2,6.9
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,29-207,1993,25,19,"1,687",18.7,3,1,4,3,0,0,4,0.13,1,1,1,1.4,44,2.4,45
Darwin Machís,VEN,FW,Valladolid,La Liga,30-049,1993,6,4,366,4.1,0.9,1,1,1,0,0,0.9,0,18,1.9,2.8,6,,30,
James Maddison,ENG,"MF,FW",Leicester City,Premier League,26-125,1996,20,19,"1,631",18.1,9,6,15,9,0,0,8,0,4.2,4.2,6.2,10.4,47,109,104
Noni Madueke,ENG,FW,Chelsea,Premier League,21-018,2002,4,2,182,2,0.1,0.1,0.2,0.3,0,0,8,0,6,23,,,,,
Pablo Maffeo,ESP,DF,Mallorca,La Liga,25-259,1997,24,23,"1,990",22.1,1,3,4,1,0,0,4,0.13,0.9,1,0.9,2,53,2.9,44
Lisandro Magallán,ARG,DF,Elche,La Liga,29-182,1993,7,5,404,4.5,,1,0.1,0.1,0,0,7,0,0,,,0,0,,
Soungoutou Magassa,MLI,MF,Monaco,Ligue 1,19-171,2003,1,74,0.8,2,,1,,,0,0,,0,0,0,0,0,0,,
Giulio Maggiore,ITA,MF,Salernitana,Serie A,25-016,1998,12,9,724,8,0.4,2,0.4,0.5,0,0,0.9,0,5,49,10,,,,
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27-175,1995,15,10,806,9,0.3,4,1,0.3,0,0,0.1,0,1,0.4,15,3,,,
Hugo Magnetti,FRA,MF,Brest,Ligue 1,24-302,1998,24,15,"1,377",15.3,0.6,2,2,0.6,0,0,0.6,0,26,1.2,61,20,0.04,0.13,0.13
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25-280,1997,28,22,"2,042",22.7,0.9,5,0.9,1,0,0,1.8,0,12,104,54,0.04,0.04,0.08,0.04
Harry Maguire,ENG,DF,Manchester Utd,Premier League,30-023,1993,11,5,482,5.4,0.3,3,0.3,0.4,0,0,15,0,5,2,,0,,,
Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22-258,2000,2,65,0.7,0.4,2,0.4,3,,0,0,,0,,,,,,,
Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,32-035,1991,19,12,"1,061",11.8,5,4,9,4,0,0.61,1,0.33,4.6,1,2,3.9,39,3.3,7.2
Arne Maier,GER,MF,Augsburg,Bundesliga,24-079,1999,21,16,"1,348",15,3,3,3,1,0,0,1.1,0,1.1,1,2.1,51,22,55,0.2
Mike Maignan,FRA,GK,Milan,Serie A,27-268,1995,11,11,990,11,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Linton Maina,GER,"FW,MF",Köln,Bundesliga,23-278,1999,24,18,"1,531",17,2,5,7,2,0,0,3.5,0,3.5,4.1,7.6,48,54,121,0.29
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17-343,2005,1,11,0.1,1,2,1,,,0,0,,0,0,0,0,0,,,
Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,25-211,1997,15,9,960,10.7,10,3,0.6,0.6,0,0,40,0,0,10,0.05,0.06,0,0.06,0
Jordan Majchrzak,POL,FW,Roma,Serie A,18-171,2004,1,14,0.2,1,,,,,0,0,,0,0,0,0,0,0,,0
Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,25-070,1998,22,12,"1,065",11.8,1,3,4,1,0,0,1,0,2.2,2,1.4,2.9,37,4.4,86
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24-289,1998,16,11,805,8.9,0.4,1,1,2,0,0,0.4,0,18,0.5,0.8,36,,31,
Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24-289,1998,8,7,610,6.8,0.1,0.1,0.5,0.6,0,0,30,0,14,26,,,,,
Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,20-181,2002,8,1,198,2.2,0.8,1,0.8,0.8,0,0,2,0,9,17,,,,,
Nemanja Maksimovic,SRB,MF,Getafe,La Liga,28-061,1995,17,14,"1,078",12,0.5,1,0.5,0.3,0,0,0.8,0,6,20,17,0.03,0.04,0.07,0.04
Tyrell Malacia,NED,DF,Manchester Utd,Premier League,23-223,1999,15,10,920,10.2,0.2,3,0.2,0.1,0,0,0.3,0,14,28,20,0.01,0.02,0.03,0.02
Lorenzo Malagrida,ITA,"DF,MF",Sampdoria,Serie A,19-155,2003,3,49,0.5,2,0.1,0.1,0.1,3,0,0,,0,,,,0,,,
Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,21-168,2001,14,2,460,5.1,2,2,2,1,0,0,0.1,0,1,1.1,8,24,9,,
Youssef Maleh,ITA,MF,Fiorentina,Serie A,24-218,1998,7,4,297,3.3,0.6,2,0.6,0.6,0,0,1.2,0,3,11,17,,,,
Youssef Maleh,ITA,MF,Lecce,Serie A,24-218,1998,10,5,441,4.9,0.2,3,0.2,0.1,0,0,0.4,0,6,10,14,,,,
Donyell Malen,NED,FW,Dortmund,Bundesliga,24-068,1999,17,14,"1,063",11.8,2,3,5,2,0,0,3.7,0,3.7,2.8,6.4,31,50,106,0.25
Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29-328,1993,15,5,553,6.1,1,2,3,1,0,0,2,0,0.6,0.6,2,2.6,19,50,36
Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29-328,1993,11,7,678,7.5,1,1,1,3,0,0,1.4,0,1.4,1.5,2.9,33,17,39,
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31-279,1991,18,18,"1,473",16.4,0.9,4,0.9,1.1,0,0,2,0,23,45,76,0.07,0.05,0.12,0.05
Mickael Malsa,MTQ,MF,Valladolid,La Liga,27-167,1995,5,69,0.8,5,,,,,0,0,,0,0,0,0,0,0,,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22-180,2000,26,26,"2,340",26,0,2,1,0,0,0,0,0,0,0,0,,0,0,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,23-090,1999,2,15,0.2,1,2,,,,0,0,,0,0,0,0,0,,,0
Gianluca Mancini,ITA,DF,Roma,Serie A,26-345,1996,26,26,"2,181",24.2,1,2,3,1,0,0,5,0,1.7,1.7,1.3,2.9,13,64,11
Steve Mandanda,FRA,GK,Rennes,Ligue 1,38-000,1985,26,26,"2,295",25.5,0,1,1,1,0,0,0.1,0,0,0.1,0.04,0.04,0,0.04,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,29-066,1994,22,22,"1,857",20.6,0.4,4,0.4,0.5,0,0,0.9,0,28,70,41,0.03,0.02,0.04,0.02
Aïssa Mandi,ALG,DF,Villarreal,La Liga,31-157,1991,10,5,486,5.4,0.1,0.1,0.1,17,0,0,3,0,5,,,,,,
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25-272,1997,20,15,"1,353",15,2,3,5,2,0,0,6,0,1.2,1.2,3.7,4.9,14,101,44
Sadio Mané,SEN,FW,Bayern Munich,Bundesliga,30-352,1992,18,14,"1,076",12,6,4,10,5,0,0.65,1,0.42,6.7,2,1,5.1,49,2.7,7.8
Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,25-010,1998,16,11,757,8.4,0.3,1,0.3,0.1,0,0,0.4,0,10,28,6,,,,
Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35-333,1987,18,9,895,9.9,1,1,2,1,0,0,2,0,1.9,3,0.3,1.6,9,1.9,72
Vito Mannone,ITA,GK,Lorient,Ligue 1,35-026,1988,15,14,"1,338",14.9,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28-327,1994,1,11,0.1,1,2,1,,,0,0,,0,0,0,0,0,,,
Myziane Maolida,FRA,"FW,MF",Reims,Ligue 1,24-042,1999,6,2,160,1.8,1,1,1,0.2,0,0,0.2,0,0.2,3,20,,8,,
Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,24-042,1999,3,1,95,1.1,1,0.2,0.2,9,0,0,,0,0,,,0,,,
Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24-265,1998,25,19,"1,553",17.3,3,5,8,3,0,0,1.9,0,1.9,2.1,4,41,34,84,0.29
Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20-241,2002,19,3,451,5,0.9,2,2,1,0,0,0.9,0,7,0.8,1.6,7,,25,
Maranhão,BRA,"FW,MF",Valencia,La Liga,26-159,1996,16,3,436,4.8,1,1,1,2,0,0,1,0,1.5,1.3,0.4,1.8,2,6,18
Marcão,BRA,DF,Sevilla,La Liga,26-296,1996,4,4,360,4,1,2,13,,0,0,,0,0,0,0,0,,,
Solly March,ENG,"FW,DF",Brighton,Premier League,28-251,1994,25,25,"2,150",23.9,7,4,11,7,0,0,2,0,6.5,6.5,5.1,11.5,83,109,284
Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,35-012,1988,19,19,"1,710",19,0,2,1,0,0,0,0,0,0,0,0,,0,0,0
Federico Marchetti,ITA,GK,Spezia,Serie A,40-049,1983,1,66,0.7,1,,,,,0,0,,0,0,0,0,0,0,,0
Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25-267,1997,23,22,"1,835",20.4,1.7,1,1,5,0,0,1.7,0,49,1.1,2.7,114,0.08,47,0.05
Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,25-002,1998,7,2,181,2,1,1,1,0.2,0,0,0.2,0,0,7,10,,,,
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,31-041,1992,23,19,"1,714",19,1,1,1,5,0,0,1.1,0,1.1,1.1,64,1,10,0.05,0.05
Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,28-019,1995,1,9,0.1,1,,,,,0,0,,0,0,0,0,0,0,,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33-348,1989,26,23,"1,974",21.9,0.2,5,5,4,0,0,0.2,0,50,3,3.2,141,0.01,98,0.23
José Mari,ESP,MF,Cádiz,La Liga,35-112,1987,13,2,325,3.6,4,2,0.3,0.4,0,0,19,0,,1,,,,,
Pablo Marí,ESP,DF,Monza,Serie A,29-209,1993,20,18,"1,672",18.6,1,1,1,3,0,0,0.5,0,0.5,0.6,42,2,4,0.05,0.05
José María Giménez,URU,DF,Atlético Madrid,La Liga,28-067,1995,17,15,"1,433",15.9,1,1,1,7,0,0,1.3,0,1.3,0.1,1.5,39,6,3,0.06
Mariano,DOM,FW,Real Madrid,La Liga,29-239,1993,6,57,0.6,2,0.4,0.4,0.4,0.9,0,0,1,0,2,7,,,,,
Pablo Marín,ESP,MF,Real Sociedad,La Liga,19-268,2003,9,3,342,3.8,1.1,1,1.1,0.8,0,0,1.9,0,8,15,23,,,,
Razvan Marin,ROU,MF,Empoli,Serie A,26-309,1996,25,20,"1,844",20.5,2,2,4,2,0,0,6,0,1.1,1.1,2.1,3.1,27,81,18
Diego Mariño,ESP,GK,Almería,La Liga,32-323,1990,1,45,0.5,,,,,,0,0,,0,0,0,0,0,0,0,0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28-326,1994,19,18,"1,575",17.5,3,3,3,3,0,0,1,0,1.4,1.4,0.1,1.6,3,44,0.17
Marlon,BRA,DF,Monza,Serie A,27-202,1995,19,15,"1,215",13.5,0.1,5,0.1,0.3,0,0,0.4,0,14,47,10,0.02,0.01,0.03,0.01
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,24-049,1999,24,12,"1,177",13.1,5,1,6,5,0,0,2,0,4.7,4.7,0.9,5.6,30,45,123
Marquinhos,BRA,MF,Arsenal,Premier League,19-355,2003,1,1,,,,,,,0,0,,0,0,0,0,0,0,0,0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,28-318,1994,24,22,"1,990",22.1,2,2,2,2,0,0,1.7,0,1.7,0.4,2.1,67,4,9,0.09
Luca Marrone,ITA,DF,Monza,Serie A,33-000,1990,2,2,135,1.5,0.1,0.1,0.1,4,0,0,,0,,,,0,,,
Eric Martel,GER,MF,Köln,Bundesliga,20-333,2002,21,15,"1,354",15,0.8,3,0.8,0.4,0,0,1.2,0,9,39,28,0.03,0.05,0.08,0.05
Roger Martí,ESP,FW,Elche,La Liga,32-084,1991,12,8,655,7.3,0.6,1,1,2,0,0,0.6,0,8,0.7,1.2,7,,50,
Roger Martí,ESP,FW,Cádiz,La Liga,32-084,1991,8,7,507,5.6,1,1,1,1,0,0,0.9,0,0.9,0.3,1.2,2,5,17,
Anthony Martial,FRA,FW,Manchester Utd,Premier League,27-113,1995,9,6,458,5.1,3,2,5,2,0,0,1,,3.2,1,2.4,0.9,7,3.3,15
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25-340,1997,20,17,"1,489",16.5,3,3,6,3,0,0,1,0.23,2,1,1.2,2.5,21,3.7,74
Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,22-132,2000,3,41,0.5,0.1,1,0.1,3,,0,0,,0,0,,,0,,,
Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23-260,1999,5,2,145,1.6,0.4,1,0.4,0.5,0,0,0.9,0,3,3,18,,,,
Carlos Martín,ESP,DF,Atlético Madrid,La Liga,20-340,2002,1,5,0.1,1,,,,,0,0,,0,0,0,0,0,0,,0
Iván Martín,ESP,MF,Girona,La Liga,24-042,1999,13,7,696,7.7,3,1,4,3,0,0,1.6,0,1.6,1.1,2.7,21,9,47,
Jonas Martin,FRA,MF,Lille,Ligue 1,32-353,1990,9,1,191,2.1,0.1,2,0.1,0.1,0,0,17,0,3,1,,,,,
Martinelli,BRA,FW,Arsenal,Premier League,21-283,2001,28,27,"2,252",25,13,2,15,13,0,0,3,0,7.9,7.9,5.5,13.4,100,81,288
Arnau Martinez,ESP,DF,Girona,La Liga,19-337,2003,22,21,"1,756",19.5,2,2,4,2,0,0,8,0,1.5,1.5,2.3,3.8,43,71,74
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30-207,1992,25,25,"2,194",24.4,0,5,0.3,0.3,0,0,0.01,0,0,0.01,0.01,,0,0,0
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31-315,1991,12,12,"1,080",12,1,1,1,1,0,0,0.8,0,0.8,0.3,1.1,49,7,4,0.08
Lautaro Martínez,ARG,FW,Inter,Serie A,25-218,1997,27,24,"2,130",23.7,14,3,17,13,0,0.63,1,0.48,12.9,2,2,11.3,38,3.7,15
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,25-069,1998,24,21,"1,852",20.6,1,1,1,6,0,0,0.4,0,0.4,0.3,0.7,71,11,1,0.05
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26-322,1996,19,17,"1,541",17.1,1,1,2,1,0,0,3,0,2.2,2.2,0.4,2.6,16,81,5
Roger Martínez,ESP,DF,Espanyol,La Liga,18-357,2004,1,7,0.1,1,,,,,0,0,,0,,,,0,0,,0
Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27-321,1995,11,3,345,3.8,0.8,0.8,0.3,1.1,0,0,14,0,15,47,,,,,
Adam Marušic,MNE,DF,Lazio,Serie A,30-162,1992,26,25,"2,277",25.3,0.7,2,2,5,0,0,1,0,36,0.7,1.1,1.7,0.03,97,38
Omar Mascarell,ESP,MF,Elche,La Liga,30-054,1993,23,23,"1,997",22.2,0.4,6,0.4,0.8,0,0,1.2,0,20,94,5,0.04,0.02,0.06,0.02
Adam Masina,MAR,DF,Udinese,Serie A,29-085,1994,7,5,480,5.3,1,1,1,1,0,0,0.1,0,3,0.1,14,3,,,
Jordi Masip,ESP,GK,Valladolid,La Liga,34-084,1989,17,17,"1,517",16.9,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Erhan Mašovic,SRB,DF,Bochum,Bundesliga,24-126,1998,20,14,"1,399",15.5,4,4,4,2,0,0,2,0,2,0.5,2.4,41,3,2,0.26
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21-264,2001,8,7,617,6.9,0.3,2,0.3,0.4,0,0,0.7,0,12,19,19,,,,
Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,20-189,2002,6,60,0.7,4,,,,,0,0,,0,,,,0,0,,0
Jaime Mata,ESP,"FW,MF",Getafe,La Liga,34-155,1988,10,54,0.6,1,0.1,1,3,0.1,0,0,0.5,0,,0.6,2,3,,,
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,20-195,2002,7,1,144,1.6,0.1,1,0.1,0.1,0,0,11,0,1,,,,,,
